context1	context2	label
Ama 1265 ' te Nasıra , Arsuf , Hayfa , Sfada , Yafa , Aşkelon ve Kayserya sahil şehirlerindeki kaleleri eline geçirip kaleleri yıktırıp , liman varsa doldurtup buraların sonradan tekrar bir savunma mevkii olarak kullanılamamasını sağladı . 1266 ' da Baybars İlhanlılar a tabi olmayı kabul eden Kilikya Ermenistan Kralı I . Hetuma karşı sefer açıp bu ülkeyi ve başkenti  <word>Sis</word> ' i ( şimdiki Kozan ) zaptetti . Haçlıların Antakya Prensliği ve Trablus Kontluğu tecrit edildi .	If relative humidity is low ( i.e. , there is a large difference between the temperature and dew point ) , haze is reported . If relative humidity is high ( i.e. , there is a small difference between the temperature and the dew point ) , mist or  <word>fog</word> is reported , depending on the exact visibility . Fog is reported when visibility is 1/2 mile or less ; mist is reported for visibilities greater than but less than .	T
O yıl Atlantic Records ile anlaşan Currensy , " Canal Street Confidential " albümünü Aralık 2015 ' te piyasaya çıkardı . Albümde Lil Wayne , Future ,  <word>Lloyd</word> ve August Alsina gibi isimlerle çalıştı . 2016 yılı başında The Alchemist ile ikinci projesi " The Carrollton Heist " ı yayınlayan sanatçı , yıl boyunca her ay yeni bir EP veya mixtape paylaştı .	He has produced music for recording artist s including Snoop Dogg , Tech N9ne , Bone Crusher , Young Buck , Nappy Roots , Paul Wall , Angie Stone , Adina Howard , Bun B ,  <word>Lloyd</word> , 8ball , Bizzy Bone , Webbie , Pastor Troy , Ray J , Parlae of Dem Franchize Boyz , Saigon , Joe Budden , Lil Scrappy , Krizz Kaliko , The Outlawz , J-Bo of the YoungbloodZ , ELDee , Jarren Benton , and Khujo Goodie of Goodie Mob .	T
Bu ikili daha sonra Dre ' nin " 2001 " albümünden " Forgot About Dre " ve " What ' s the Difference ", " The Marshall Mathers LP " ' den " Bitch Please II " , " The Eminem Show " ' dan " Say What You Say ", " Encore " ' dan " Encore / Curtains Down " ve "  <word>Relapse</word> " ' ten " Old Time ' s Sake " adlı şarkılarda düet yaptılar .	The Recovery Tour was a series of European concerts by American rapper Eminem , in support of his 2010 album `` Recovery `` as well as his 2009 album ``  <word>Relapse</word> `` .	T
Liebfrauenkirche ( Almanca : " Meryem Ana Kilisesi "), Almanya ' nın Trier şehrinde yer alır . Ülkedeki en eski  <word>gotik</word> kiliselerden birisidir . Trier ' deki Roma Kalıntıları , St . Peter Katedrali ve Meryem Ana Kilisesi Dünya Mirası Alanı nın bir parçasını oluşturmaktadır .	The chief churches of Montauban are the cathedral , remarkable only for the possession of the `` Vow of Louis XIII '' , one of the masterpieces of Ingres , and the church of St Jacques ( 14th and 15th centuries ) , dedicated to Saint James of Compostela , the façade of which is surmounted by a handsome octagonal tower , the base of which is in Romanesque style , while the upper levels , built later , are in  <word>Gothic</word> style .	T
İspanya ' nın , Küba ' nın Santiago limanında bulunan Antiller Filosu da , 3 Temmuz ' da General William Shafter komutasındaki ABD birliklerinin açtığı ateş sonucunda imha edildi .  <word>Santiago</word> kentinin 17 Temmuz ' da General Shafter ' a teslim olmasıyla savaş sona erdi .	Mismo is an alcoholic beverage based on Bacardi rum and seltzer . In 1899 ,  <word>Santiago</word> was swept by a craze for a new drink called mismo . It arose when a group of Cubans and Americans met at the Cosmopolitan Club , and one experimenting Cuban ordered a seltzer rum .	T
Adı " Fire " olan şarkı Teddy Park tarafından yazılmış ve bestelenmiştir . Klipten görüntüler 1 Mayıs ' tan sonra resmi sitelerinde yayınlanmaya başlamıştır . "  <word>Fire</word> " planlandığı gibi 6 Mayıs günü " Street " ve " Space " adlı iki versiyonlu klibiyle çıkmıştır . Videolar ilk gün bir milyondan fazla izlendi .	Their first extended play , `` 2NE1 `` ( 2009 ) , was received well and spawned the hits ``  <word>Fire</word> `` and `` I Do n't Care `` , one of the biggest singles of 2009 .	T
Francis Ford Coppola ise Bram Stoker ’ ın romanından yaptığı özgün uyarlama ile vampirlerin hayatını bir trajedi olarak yorumladı . Stephenie Meyer ' ın 2005 yılında yazmaya başladığı  <word>Alacakaranlık</word> roman serisi ( ve 2008 ' de başlayan film uyarlamalarıyla ) vampirler canavarlıktan kahramanlığa terfi ettiler .	The idea that the vampire `` can `` only '' be slain with a stake driven through its heart '' has been pervasive in European fiction . Examples such as Bram Stoker 's Dracula and the more recent Buffy The Vampire Slayer and  <word>Twilight</word> series ' all incorporate that idea . In classic European folklore , it was believed that one method , `` among several '' , to `` kill '' a vampire , or prevent a corpse from rising as a vampire , was to drive a wooden stake through the heart before interment .	T
Kıyas : Şer ' î delillerin dördüncüsü sayılan kıyas ; Kitap ,  <word>sünnet</word> ve icma gibi kesin bilgi ifade etmeyip tecviz edici bir mâhiyete sahiptir . Diğer bir ifadeyle kıyas , yeni bir hüküm ortaya koymayıp , diğer üç delilden biriyle sâbit olan ve delili gizli bulunan bir hükmü ortaya çıkarır .	The Federal Shariat Court of Pakistan was established in 1980 to scrutinize all Pakistani laws and determine if they conform to Islamic values `` as laid down in the Quran and the  <word>Sunnah</word> `` .	T
Ant , James Duncan Davidson ' ın bir  <word>Sun</word> ürününü açık kaynak kodlu bir yazılıma dönüştürmeye çalışması sonucu ortaya çıkmıştır . Sun ' ın deyimiyle JSP / Servlet motoru olan bu yazılım daha sonra Apache Tomcat olarak anılmaya başlamıştır .	The curriculum had since developed , with the institution being recognize as  <word>SUN</word> and Microsoft authorized training center . In 1998 , the institution became an SAP University Alliance Partner . In 2001 , the institution became a Microsoft Certified Technical Education Center .	T
Miss Venezuela 2003 50 . Miss Venezuela yarışmasıdır , Final 16 Ekim 2003 tarihinde Venezuela ' nın başkenti Caracas ' ta yapılmıştır . Yarışmayı  <word>Lara</word> eyaletini temsil eden Ana Karina Áñez kazanmıştır . Büyük finalde 32 eyalet güzeli yarışmıştır .	Mardan Palace is a luxury hotel in  <word>Lara</word> , Antalya , Turkey , built by Azerbaijani businessman Telman Ismailov . It has been called Europe 's and the Mediterranean 's most expensive luxury resort .	T
İlk , orta ve lise eğitimini İzmir ’ de tamamladı . 1956 ' da İstanbul Üniversitesi Tıp Fakültesi ' ni bitirdikten sonra uzmanlık eğitimi için ABD ' ye gidip New ~ York ve  <word>Columbia</word> üniversitelerinde öğrenim gördü ( 1956 - 1961 ). Bu süreçte genel psikoloji , dinamik psikiyatri , çocuk psikolojisi ve nöroloji alanlarında çalışmalar yaptı .	He emigrated to the United States when he was very young . He graduated from the College of the City of New York in 1890 and from  <word>Columbia</word> ( A.M. , 1905 ) . He taught languages in several schools and was a music critic for `` Vogue `` .	T
Muhammed ' in Batılı tasvirleri oldukça nadirdi ve  <word>matbaanın</word> icadıyla görüntülerin sayısı çoğaldı . Bu ilk resimler , Dante ' nin " İlahi Komedya "' sındaki kısa sözünden sık sık etkilenmiş birkaç ortaçağ imgesinde , normal olarak kötüleyici bir şekilde gösterilmiştir .	Daniel John O'Donoghue ( August 1 , 1844 – January 16 , 1907 ) was a  <word>printer</word> , labour leader and political figure in Ontario . O'Donoghue is recognized as one of the original founders of organized labour in Canada and in 1874 he became the first labour candidate election to a Canadian legislature .	T
Ağır DNA hasarları hücrenin apoptozis yolunu aktive ederek hücreyi ölüme götürür . Hücre , DNA hasarlarını " DNA tamir mekanizmaları " ile tamir edebilir . DNA hasarı  <word>ikileşme</word> sırasında tamir edilemezse mutasyona ve sonuç olarak genom ik kararsızlığa , kanser ve yaşlanma ya neden olur .	The other important function of the replicase-transcriptase complex is to replicate the viral genome . RdRp directly mediates the  <word>synthesis</word> of negative-sense genomic RNA from the positive-sense genomic RNA . This is followed by the replication of positive-sense genomic RNA from the negative-sense genomic RNA .	T
Matematik te , bir dizinin limiti , dizinin terimlerinin yaklaştığı değerdir . Eğer böyle bir limit varsa diziye yakınsak denir . Yakınsamayan diziye ıraksak denir . Bir dizinin limiti ,  <word>analizin</word> nihai olarak dayandığı temel kavram olarak görülür .	Optimality properties for an entire market system may be stated in mathematical terms , as in formulation of the two fundamental theorems of welfare economics and in the Arrow–Debreu model of general equilibrium ( also discussed below ) . More concretely , many problems are amenable to  <word>analytical</word> ( formulaic ) solution . Many others may be sufficiently complex to require numerical methods of solution , aided by software .	T
Tolkki ' nin kullandığı esas gitarlar kendisi için özel üretilen M serisi modelindendir . Bunlardan en dikkat çekenleri ; koyu siyah bir gitar ve üstünde  <word>Vision</word> albümünün resmi bulunan bir gitardır . Tolkki ' nin ayrıca birkaç videoda ESP EX serisine ait gitarlardan kullandığı da görülebilir .	The `` Shattered Heroes `` storyline leads to several changes in the main Avengers lineup , with Quake and Storm being recruited , and the  <word>Vision</word> rejoining the team . Wolverine and Spider-Man leave the main team and become more involved with the New Avengers .	T
Lula 3D , cdv Software Entertainment tarafından Microsoft Windows için geliştirilmiş ve yayınlanmış bir yetişkin  <word>macera</word> video oyunu dur . 22 Haziran 2005 ' te Avrupa ' da 10 Şubat 2006 ' da Birleşik ~ Krallık ' ta piyasaya sürüldü .	Leaving Lyndow is a short first person  <word>adventure</word> video game developed and published by Eastshade Studios . The game is a prequel to the open-world adventure game Eastshade . While set in the same setting as the larger title , it features distinct game mechanics and story .	T
Bu nöronlar , primatlar gibi yüksek memelilerin daha gelişmiş avlanma ve yiyecek bulma yöntemleri ile daha iyi hayatta kalma şansına sahip olmalarını sağlamak için  <word>evrim</word> boyunca koku alma sisteminin büyük bir parçası haline gelmiştir .	However , her approach to physical anthropology is very wide-ranging and she has presented papers on witchcraft , dietary influences on behaviour , the role of children in  <word>evolution</word> , and child abuse in primates , as well as on her major focus of primate communication .	T
Kürt Teali Cemiyeti Alişan Bey ' i Dersim ' e göndererek örgütün kurulmasını istemiş ve Alişan Bey , Baytar Nuri ile birlikte örgütü kurmuştur . Baytar Nuri , ayrıca  <word>Zara</word> , Divriği , Kangal , Hafik , İmranlı , Beypazar , Celalli , Sincan , Hamo , Zınara ve Domura ' da cemiyetinin şubesini kurmuştur .	In the region of Sivas in the early 19th century many Armenian villages were forced to convert to Islam by the local government . The village of Cancova ( Cancik ) in  <word>Zara</word> was a village of 400 Armenian families in 1877 but only 48 families remained Christian by the 20th century . The Catholic Armenians of Perkinik reported that their neighboring village of Glkhategh ( now Uzuntepe ) was an Armenian village and the Armenians were forcibly converted to Islam and turkified .	T
Ünlü 1490 Valensiyaca  <word>epik</word> romans " Tirant lo Blanc " ta , Brittany ' den gelen yiğit şövalye Beyaz Tirant , Konstantinopolis ' e gider ve bir Bizanslı " megas doux " olur . Bu hikâyenin , gerçek tarihte hiçbir temeli yoktur ; ancak , yukarıda belirtilen , yabancılara tanınan makamın durumlarını yansıtıyor olabilir .	Bugarštica ( ) , originally known as Bugaršćica , is a form of  <word>epic</word> and ballad oral poetry , which was popular among South Slavs mainly in Dalmatia and Bay of Kotor from 15th until the 18th century , sung in long verse s of mostly fifteen and sixteen syllable s with a caesura after the seventh and eighth syllable , respectively .	T
Henüz çok tanınmadığı dönemlerde Bellona , Cola Turka , Cornetto ,  <word>Ülker</word> ve Turkcell gibi büyük şirketlerin reklam müziklerini yapan ve seslendiren şarkıcı ; bu çalışmalarının bir kısmını müzik kariyerinin ilerleyen yıllarında çıkarttığı Nil FM albümünde , "" Reklamlar "" başlığı altında derleyerek yayınlamıştır .	He worked with artists such as Tarkan , Cem Yılmaz , Çağan Irmak and Zeki Demirkubuz ; he designed and executed web sites , movie posters and advertising campaigns by creating unique concepts . He contributed to the projects of some of the biggest companies including Swiss Hotel , Bilge Adam , Aviva , TÜPRAŞ and  <word>Ülker</word> . The official movie posters for Çağan Irmak ’ s Issız Adam , Zeki Demirkubuz ’ s Envy ( 2009 film ) Envy and Tuna Kiremitçi ’ s Adını Sen Koy were some of the creative works done by Bingöl in this period of time .	T
Visual Studio Code Microsoft tarafından Windows , Linux ve MacOS için geliştirilen bir kaynak kodu düzenleyicisidir . Hata ayıklama , gömülü  <word>Git</word> kontrolü , sözdizimi vurgulama , akıllı kod tamamlama , snippet ' ler ve kod yeniden yapılandırma desteği içerir . Ayrıca özelleştirilebilir , böylece kullanıcılar editörün temasını , klavye kısayollarını ve tercihlerini değiştirebilir .	According to the CVS at SourceForge , as of September 2012 the most recent change in the repository was in November 2010 . As of June 2018 , the  <word>git</word> repository at GitHub concurs , showing no changes since November 2010 .	T
Kanal havuzu , nehir veya kanal larda farklı seviyelerdeki su yolları arasında su seviyesinin değiştirilerek su taşıt larını kaldırıldığı ve indirildiği bir  <word>havuz</word> dur . Kanal havuzları , bir nehir üzerinde daha kolay gezilebilir hale getirmek veya bir kanalı düz olmayan topraklar üzerinden geçirmek için kullanılmaktadır .	For example , certain types of quaternary ammonium compounds ( quats ) are added to  <word>pool</word> water or industrial water systems to act as an algicide , protecting the water from infestation and growth of algae .	T
Ca ' fer es - Sâdık ' tan nakledilen bir hadis şöyledir : " Allah ’ ın bir haremi vardır ve orası Mekke ’ dir . Resulullah ’ ın bir haremi vardır ve orası , Medine ’ dir . Müminlerin Emiri ’ nin bir haremi vardır ve orası , Kufe ’ dir ve biz Ehlibeyt ’ in bir haremi vardır ve orası ,  <word>Kum</word> ’ dur ."	He moved to Qom in 1981 to pursue his studies in fiqh and philosophy . In  <word>Qom</word> , he was taught by prominent teachers like Ayatollah Hossein-Ali Montazeri . Kadivar graduated with a degree in ijtihad in 1997 .	T
Aruba Olimpiyat Komitesi (, kısaca COA ),  <word>Aruba</word> ' nın Ulusal Olimpiyat Komitesi ' dir . Merkezi Belize City ' de bulunan kuruluş , 1985 ' te kurulmuş olup 1986 ' da Uluslararası Olimpiyat Komitesi üyesi olmuştur . Her dört yılda bir başkan ve yönetim kurulunun belirlendiği bir seçim yapılmaktadır ve günümüzde kurumun başkanlığını Roy Mezas , genel sekreterliğini ise Nicole Hoevertsz yürütmektedir .	Sector A creates the boundary between the ocean west of Aruba and Venezuelan territory . Sector B creates the boundary between the Venezuelan mainland and the Leeward Islands of the Netherlands Antilles ( including  <word>Aruba</word> , Bonaire , and Curaçao ) . Sector C creates the boundary between Bonaire and Venezuelan territory .	T
Don Sovyet Cumhuriyeti (, trans . " Donskaya Sovetskaya Respublika ", kısa ömürlü  <word>Sovyet</word> cumhuriyeti . 23 Mart 1918 ' de Rusya Sovyet Federatif Sosyalist Cumhuriyeti ' ne bağlı olarak kurulmuş , yaklaşık 2 ay sonra yıkılmıştır .	Inessa Armand ( 1874-1920 ) was an active revolutionary who was very close to Lenin ; she was given major roles after he assumed power . She became head of the Moscow Economic Council and served as an executive member of the Moscow  <word>Soviet</word> . She became director of Zhenotdel , an organisation that fought for female equality in the Communist Party and the Soviet trade unions ( Zhenotdel operated until 1930 ) , with powers to make legislative decisions .	T
Çin ' in resmi olarak tanıdığı 56 halk arasında çoğunlukla Sünni Müslüman lardan oluşan 10 tane azınlık grubu var : Hui , Uygur , Kazak , Donşian , Kırgız ,  <word>Özbek</word> , Salar , Tacik , Bonan ve Tatar .	The Junbish-i-Milli Islami Afghanistan ( 'National Islamic Movement of Afghanistan ' ) militia of former communist and ethnic  <word>Uzbek</word> general Abdul Rashid Dostum was backed by Uzbekistan . Uzbek President Islam Karimov was keen to see Dostum controlling as much of Afghanistan as possible , especially in the north along the Uzbek border .	T
Translokasyonlar , her zaman homolog olmayan parça değişimleridir . Gen sayısının ve niteliğinin aynı kaldığı translokasyonlara " dengeli translokasyon " lar denir .  <word>Gen</word> sayısının ve niteliğin değiştiği , çoğunlukla anomalilere neden olan translokasyonlara " dengesiz translokasyon " lar denir .	In 2011 , Bouchet , Kantor `` et al '' merged the two subfamilies into one taxon , which they elevated to the rank of family . This was based on anatomical characters and a dataset of molecular sequences of three  <word>gene</word> fragments .	T
Odysseus ' u sahte deliliğini bırakmaya zorlar ve sonra onun intikamının kurbanı olur . Odysseus , Palamedes ' in çadırına altın gömer ve onu kendilerine ihanet edip  <word>Troya</word> lılarla iş birliği yapmakla suçlar . Görünüşte sağlam kanıtlara dayanılarak suçsuz Palamedes yargılanır ve taşlanarak öldürülür .	However , when Morbus once more proves a threat , attempting to permanently cure his allergy of greenery by creating a powerful elixir , it falls to the  <word>Trojans</word> to unite the others , and stand against him and the Dark Tribe .	T
Team Ineos , ( 2010 - 2019 tarihleri arasındaki eski adıyla Team Sky ), UCI DünyaTakımı seviyesindeki İngiliz profesyonel bisiklet takımı . Takım merkezi ,  <word>Manchester</word> , İngiltere ' deki Manchester Velodrome ' dadır . Takımın lojistik merkezi ise Deinze , Belçika ' dadır .	He undertook medical undergraduate training at the University of Birmingham . His clinical training included medicine and cardiology in London and  <word>Manchester</word> . He was appointed as Honorary Clinical Lecturer in Cardiology at Aston University , Birmingham , UK in 2013 .	T
Voleybol sporu Akdeniz ve Doğu Avrupa ’ da oldukça yaygın olarak oynanan bir spordur . Bisiklet yarışları da özellikle Belçika , Fransa , Almanya , İtalya ,  <word>Lüksemburg</word> , Hollanda , İspanya ve İsviçre ’ de oldukça popülerdir . Avrupa ’ da yaygın oynanan diğer sporların başında rugby , golf , atletizm ve araba yarışları gelir .	His siblings included Dave Hennen Morris ( 1872–1944 ) , the United States Ambassador to Belgium and Envoy to  <word>Luxembourg</word> who married Alice Vanderbilt Shepard , and Frances Isabel Morris , who married Lewis Cass Ledyard ( 1851–1932 ) , the prominent attorney .	T
Sivas ' ın Kangal ilçesinin Körpınar köyünde doğdu . Ailesi , Tunceli ' nin  <word>Ovacık</word> ilçesinden , Munzuroğulları aşiretindendir . Babası , 1922 ′ de Tunceli ' den ayrıldı . İlkokulu Diyarbakır ' ın Çermik ilçesinde okudu . Ortaokula Ankara Gazi Lisesi ' nde başladı ve liseyi Erzurum Lisesi ' nde bitirdi .	He was elected mayor of  <word>Ovacık</word> in 2014 , where he was known for implementing initiatives like free public transport and agricultural projects such as bee keeping and cultivating chickpeas with which gains university students were supported .	T
Pakistan Ordusu Mil Mi - 17 kazası , 8 Mayıs 2015 tarihinde Pakistan ordusu na ait Mil Mi - 17 askeri helikopterin , Pakistan ' ın kuzeyinde Gilgit - Baltistan bölgesi Naltar Vadisi ' nde düşmesi sonucu gerçekleşen kaza . Kazada helikopterde bulunan 11 ' i yabancı toplam 17 kişiden 7 ' si hayatını kaybetti . Hayatını kaybedenler arasında Norveç ve  <word>Filipinler</word> ’ in Pakistan ’ daki büyükelçileri ile Malezya ve Endonezya büyükelçilerinin eşleri de bulunmakta idi .	Green Rose is a 2011  <word>Philippine</word> romantic suspense drama television series and is a remake of the 2005 South Korean drama series of the same name produced by SBS .	T
Ancak aynı yıl 5 Aralık ’ ta yeniden yaşanan savaşta Uluğ Muhammed galip gelerek Belev ’ e hâkim oldu . Bu başarısından sonra Volga dolaylarında ilerleyişini sürdürerek topraklarını genişletmeye başladı . 1438 ’ de  <word>Kazan</word> ’ a vararak şehri ele geçirmiş ve daha sonra bölgedeki toprakları da Kazan ’ a katarak Kazan Hanlığı ’ nın temellerini atmıştır .	As of spring 2019 , Samarkand International Airport has flights to Tashkent , Nukus , Moscow , Saint Petersburg , Yekaterinburg ,  <word>Kazan</word> , Istanbul , and Dushanbe ; charter flights to other cities are also available .	T
Fırat Nehri nin yakınında bulunan Ur ' un Antik Sümer kraliyet mezarlarında lapis lazuliden yapılmış sayıları 6000 ' den fazla kuş , geyik , kemirgen heykelciklerinin yanı sıra çok sayıda boncuk , tabak ve silindir  <word>mühür</word> bulunmuştur .	The commandery at Thunstetten was often under the authority of commander at Münchenbuchsee , though each house would have its own prior . In 1274 Thunstetten was granted its own  <word>seal</word> .	T
