context1	context2	label
OpenSSL tarkoittaa avoimen lähdekoodin toteutusta SSL - ja TLS - protokollista . C - ohjelmointikielellä kirjoitettu  <word>kirjasto</word> toteuttaa yksinkertaisia kryptograafisia funktioita ja tarjoaa lukuisia avustavia funktioita . Kirjastoa käytetään tietokoneverkoissa tietojen salaamiseen . Lisäosat mahdollistavat OpenSSL - kirjaston käytön useilla eri ohjelmointikielillä .	cssQuery is a JavaScript  <word>Library</word> used to query HTML element s via CSS selectors . cssQuery was the first publicly available library to support versions 1–3 of the CSS standard , and provides separate libraries for each .	T
Tapahtumia oli 26 , 13 miehille ja 13 naisille . Uintikilpailut pidettiin Swimming Pool at the Olimpiysky Sports Complex ' ssa . Miesten uintia hallitsi  <word>Neuvostoliitto</word> ja naisten uintia Itä - Saksa . Varsinkin naisten uinneissa tehtiin useita olympia - ja maailmanennätyksiä .	As evidence of his `` democratic ideals '' he presented the fact that he became an American citizen in November 1941 . Regarding the ongoing war , he opined that `` Only a sincere cooperation of the democracies and  <word>Russia</word> can rebuild the world . ''	T
Joseph ( Adam ) Lortz ( 13 . joulukuuta 1887 Grevenmacher ,  <word>Luxemburg</word> – 21 . helmikuuta 1975 Luxemburg ( kaupunki ) ) oli katolinen kirkkohistorioitsija . Hän oli arvostettu reformaatio n tutkija ja ekumeenikko .	The B-side is `` Oberkorn ( It 's a Small Town ) '' , an atmospheric instrumental written by Martin Gore as an intro for the `` A Broken Frame Tour '' , in the town of Oberkorn ,  <word>Luxembourg</word> .	T
Sambora tunnetaan parhaiten urastaan rock yhtye Bon Jovi n kitaristi na vuosina 1983 – 2013 . Hän on myös  <word>säveltänyt</word> suurimman osan yhtyeen kappaleista laulaja Jon Bon Jovi n kanssa . Bon Jovin jäsenenä Sambora on myynyt yli 130 miljoonaa levyä ja voittanut muun muassa Grammy - palkinnon vuonna 2007 .	In music , tonal memory or `` aural recall '' is the ability to remember a specific tone after it has been heard . Tonal memory assists with staying in tune and may be developed through ear training . Extensive tonal memory may be recognized as an indication of potential  <word>compositional</word> ability .	T
Pusula on kylä Somero lla Hämeen Härkätie n ( yhdystie 2810 ) varrella , Pusulanjärven rannalla noin viisi kilometriä Somerolta  <word>Kosken</word> suuntaan . Sen naapurikyliä ovat Lahti lännessä , Rautela idässä , Kimala etelässä ja Sylvänä koillisessa .	He was also a partner or shareholder in the Åbo sugar factory , the town 's two tobacco factories , the Järvenoja paper factory , the Åvik glass factory , the Kuppis brick factory , the  <word>Koski</word> and Luvia sawmills , the Swedish East India Company , and several smaller businesses , as well as the owner or landlord of various manors , farms , and inns .	T
Monet arvostetut puolijalokivet ovat silikaattimineraaleja , kuten muun muassa ametisti ,  <word>jaspis</word> ja vuorikristalli . Puhdas pii on erittäin harvinaista luonnossa : sitä on tavattu vain satunnaisesti pieniä määriä tulivuori sta purkautuneissa aineissa sekä sulkeumina kulta hipuissa .	The white marble was brought from quarries belonging to Raja Jai Singh in Makrana , Rajasthan . The  <word>Jasper</word> was sourced from the Punjab and the Jade and crystal from China . The turquoise was from Tibet and the Lapis lazuli from Afghanistan , while the sapphire came from Sri Lanka and the carnelian from Arabia .	T
Hän oli vuonna 1910 senaatin määräämänä Suomen valtion edustajana Suomenlahden ja  <word>Laatokan</word> välisen rajan rajankäynnissä ja kuului 1910 - luvun alussa jäsenenä Kivennavan ja Uudenkirkon kuntien yhdistämistä Pietarin kuvernementti in vastustaneeseen adressitoimikuntaan .	From Novgorod 's northeastern lands ( `` The Lands Beyond the Portages '' as they were called in the chronicles ) , the area stretching north of Lakes  <word>Ladoga</word> and Onega up to the White Sea and east to the Ural Mountains had so much fur that medieval travel accounts tell of furry animals raining from the sky .	T
Earl of Sandwich on yhdysvaltalainen kansainvälinen pikaruokaketju joka on erikoistunut voileipiin . Ensimmäinen Earl of Sandwich - ravintola perustettiin  <word>Orlando</word> on , Florida an vuonna 2004 . Perustajina olivat brittiläinen John Montagu , yhdestoista Sandwichin jaarli , hänen poikansa Orlando Montagu sekä liikemies Robert Earl , joka on myös Planet Hollywood - ravintolaketjun perustaja .	Charley weakened considerably due to its passage over land , but still retained sustained winds of about as it passed directly over  <word>Orlando</word> between 0020 and 0140 UTC August 14 ; gusts of up to were recorded at Orlando International Airport .	T
Gundulf Rochesterilainen ( k . 7 . maaliskuuta 1108 ) oli normannilainen munkki , joka saapui Englantiin  <word>normannivalloituksen</word> aikoihin . Hänet vihittiin Rochester in piispaksi vuonna 1077 , ja hän rakennutti tai suunnitteli linnoja Rochesteriin ja Colchesteriin sekä Lontooseen Towerin linnan ydinosan , White Towerin .	Until quite recent times a large lake separated Waltham St. Lawrence from Ruscombe ( the name 'Stanlake ' would seem to be a survival of this ) and so the southern end of the parish was known as South Lake . The Normans , who became possessed of the manor after the  <word>Conquest</word> , gave the name of 'Sud-Lac Rue ' to the area which later became known as Shurlock Row . The parish church was built where the ancient high-road entered the village .	T
Lyhennetty versio viimeisestä kappaleesta " Your Hand in Mine " oli " Friday Night Lights " - elokuvan soundtrack issa ja osaa samasta kappaleesta käytettiin myös NRG Energy - yhtiön mainoksissa . Kappale " The Only Moment We Were Alone " oli mukana elokuvan "  <word>Australia</word> " trailerissa ja elokuvassa "". Sama kappale oli myös " Love the Beast " - dokumenttielokuvassa .	Ten Canoes was a critically acclaimed film , winning Best Film at the Australian Film Institute Awards and Un Certain Regard Special Jury Prize at the 2006 Festival de Cannes . He has also acted in the movies  <word>"Australia"</word> and . He was also a musician who acted and created music for the drama `` The Sleeping Warrior '' .	T
Se on Pohjois - Amerikan ja samalla Yhdysvaltojen suurin öljykenttä 86 418 hehtaarin pinta - alallaan . Se sisälsi alun perin arviolta noin 25 miljardia barreli a öljyä . Kenttää operoi  <word>BP</word> ja sen rakentamiseen on investoitu yli 25 miljardia dollaria ( luku sisältää myös Trans - Alaskan öljyputken rakennuskustannukset ).	In 2018 , Google started an oil , gas , and energy division , hiring Darryl Willis , a 25-year  <word>BP</word> executive who the `` Wall Street Journal '' said was intended `` to court the oil and gas industry . ''	T
Auringon aktiivisuuden kasvu aiheuttaa maanpinnan lämpenemisen lisäksi stratosfääri n lämpenemistä , kun taas kasvihuoneilmiön aiheuttama lämpeneminen johtaa stratosfäärin viilenemiseen . Stratosfäärisen  <word>otsoni</word> n vähenemisellä on niin ikään viilentävä vaikutus , joskaan merkittävää otsonikerroksen ohentumista ei tapahtunut ennen 1970 - luvun loppua . Alemman stratosfäärin viilenemistä on havainnoitu ainakin vuodesta 1960 lähtien .	<word>Ozone</word> – the production of ozone can be noticeable when there are problems with a luminous tube transformer installation . Ozone usually indicates failed secondary wiring , loose connections , high capacitance coupling , or a failing transformer .	T
Yhdysvallat oli aloittanut miehitetyt avaruuslennot  <word>Mercury</word> - ja Gemini - ohjelmillaan , mutta presidentti John F . Kennedy muutti dramaattisesti ohjelman tavoitetta kongressin yhteisistunnossa 25 . toukokuuta 1961 . Maata kiertävien lentojen sijaan päätettiin ennen 1960 - luvun loppua viedä ihminen turvallisesti Kuuhun ja tuoda hänet takaisin .	The H-34 's lift capacity was just sufficient to lift a  <word>Mercury</word> space capsule . In 1961 , the hatch of Mercury-Redstone 4 was prematurely detached and the capsule was filled with seawater .	T
Tässä oudossa maisemassa seisoo mielivaltaisen itsevarmasti sijoitettuna tahitilainen nainen puumaisen jäykkänä , suojellen alastomuuttaan painamalla rypistynyttä valkoista vaatetta vartalonsa alaosaa vasten . Kyseessä on takautuma antiikin Rooma n teemasta siveä  <word>Venus</word> . Toinen nainen kyyristyy ja pyörittää silmiään kauhuissaan .	In another story , told by Hyginus , an egg fell from the sky into the Euphrates , was rolled onto land by fish , doves settled on it and hatched it , and  <word>Venus</word> , known as the Syrian goddess , came forth .	T
Urho ja sen sisaralukset Atle , Frej ,  <word>Sisu</word> ja Ymer suunniteltiin Wärtsilä n Helsingin telakan , Suomen merenkulkuhallituksen ja Ruotsin Sjöfartsverket in yhteistyönä . Uuden jäänmurtajatyypin kulkua jäissä tutkittiin ennakkoon Helsingin Vallila n väestönsuojaan rakennetussa jäädytettävässä koealtaassa , joka oli lajissaan toinen maailmassa .	The new icebreakers , which had nearly five times the displacement and more than five times the power of the old `` Sisu '' , were designed to guarantee year-round traffic to all Finnish ports in the Bothnian Bay . The second of these icebreakers was named  <word>"Sisu"</word> in 1975 .	T
Boyd syntyi ja vietti lapsuutensa Afrikassa , ensin Ghanassa ja sitten Nigeria ssa . Hän kävi koulua sisäoppilaitoksessa Skotlannissa ja opiskeli sitten Nizzan ,  <word>Glasgow’n</word> ja Oxfordin yliopisto issa . Hänen ensimmäinen romaaninsa " Kelpo mies Afrikassa " julkaistiin 1981 , ja hän sai siitä Whitbread - esikoiskirjapalkinnon .	At collegiate universities such as Oxford , Cambridge , Durham and Lancaster , each college has its own colors and scarf . Other non-collegiate universities such as  <word>Glasgow</word> and Newcastle have scarf colors for each faculty .	T
Aviopetos on rikos , jossa henkilö erehdyttää toisen kanssaan avioliitto on ilmoittamalla nimensä tai  <word>sääty</word> nsä väärin tai jättämällä kertomatta avioeste estä . Teosta on säädetty rangaistus Suomen rikoslain 18 luvun 1 pykälä ssä .	The Empire style building was completed in 1823-1824 as tradeswoman Nadezhda Lobanova 's home . Lobanova lived here until 1835 ; subsequent owners also belonged to the merchant  <word>estate</word> . Pugovkin family , who owned the house since 1859 , altered the facade in line with eclecticism of the period .	T
Väinämöisen veneenjäljeksi kutsutaan tyyntä kohtaa muuten aaltoilevalla vedenpinnalla . Vedenpinnan nimitysten lisäksi Väinämöiseen liittyviä nimityksiä löytyy luonnosta tähtitaivaalta , kuten Väinämöisen miekka tai viikate (  <word>Orion</word> ) ja Väinämöiset tai Väinämöisen virsut ( Seulaset ). Näitä tähdistöjä on käytetty suunnistamiseen vesillä .	NGC 2064 is a reflection nebula in the constellation  <word>Orion</word> . It was discovered on January 11 , 1864 by Heinrich d'Arrest . It is part of a group of nebulae , that also includes Messier 78 , NGC 2071 and NGC 2067 .	T
Keskitriaskausi , lyhenne Tr2 , oli triaskauden keskimmäinen  <word>epookki</word> , joka tunnetaan Euroopan kerrostumissa myös nimellä Muschelkalk . Kausi oli 245 ± 1 , 5 - 228 ± 2 miljoonaa vuotta sitten . Epookilla eli nisäkkäiden kantamuotoja terapsideja sekä elintavoiltaan hyljettä muistuttaneita metimatelijoita notosaureja .	Each shield contains a diameter caldera at its summit . Potassium–argon dating has indicated both shields formed during the Miocene  <word>epoch</word> , with volcanism at Hutt Peak occurring as recently as 0.49 million years ago .	T
Apartadó on kunta Kolumbia n Antioquia n  <word>departementissa</word> , linnuntietä noin 215 kilometriä Medellin istä luoteeseen . Vuoden 2005 kunnan väkiluku oli 131 405 asukasta ja väestöennuste arvioi vuoden 2017 kesäkuun lopun väkiluvuksi 189 325 asukasta .	The area represents a centralized strategic path to travel easily to any  <word>department</word> of the Caribbean Region . The area had been disputed since 1998 by nearly 80 paramilitaries commanded by Rodrigo Antonio Mercado ( aka `` Pelufo '' or `` Cadena '' ) with nearly 300 guerrilla fighters from the 35th and 37th fronts of the Caribbean Bloc of the FARC-EP guerrilla , led by alias Martin Caballero .	T
