context1	context2	label
Handik gutxira , bere anaia Jose Markiegi idazlea fusilatu zuten frankistek Oiartzunen , urriaren 25ean . Anaiarena jakinda , Bizkaian zegoela lortu zuen Polentzik emaztea , Maritxu Garate , eta alabak ( Itziar , Nekane eta Lorea )  <word>Iparraldera</word> itsasoratzea . Garai bertsuan bere anaia Peli Markiegi apaiz eta idazleak ere ihes egin zuen Argentinara .	Saint-Jean-Pied-de-Port ( literally `` Saint John at the Foot of the Pass '' ; ; ) is a commune in the Pyrénées-Atlantiques department in south-western France close to Ostabat in the Pyrenean foothills . The town is also the old capital of the traditional  <word>Basque</word> province of Lower Navarre . Saint-Jean-Pied-de-Port is also a starting point for the French Way `` Camino Francés `` , the most popular option for travelling the `` Camino de Santiago `` .	T
Latin a ez zen baztertu , eta grekoa ez zen izan landu zen hizkuntza bakarra : hebrear hizkuntzaren ikasketa ere orduan zabaldu zen , eta , hortaz , hizkuntzari zegokionez , oinarri hirukoitza hartu zuen kulturak : hebreera , latina , grekoa . Nolanahi ere , adierazgarria da grekoari eman zitzaion autoritatea . Debekatu ez bazuen ere ,  <word>Elizak</word> ez zuen oso begi onez ikusten garrantzi hori .	After high school , Terlep enrolled on a football scholarship at Notre Dame in South Bend , Indiana , a  <word>Catholic</word> university near his hometown . He played at quarterback for the Notre Dame Fighting Irish in 1943 , when the team finished with a 9–1 win-loss record and won a national championship under coach Frank Leahy .	T
Kolektorea errotoreko harila k kanpo - zirkuituarekin konektatu behar duten motor eta sorgailu elektrikoetako errotorearen atala da ,  <word>eskuilen</word> igurtzia jasotzen duena . Delga z eta delgen ararteko isolagailuz osatutako eraztun bat da . Errotorean induzitutako korronte alternoa korronte zuzen bihurtzeko balio du .	By exposing part of the winding coils and making the secondary connection through a sliding  <word>brush</word> , a continuously variable turns ratio can be obtained , allowing for very smooth control of output voltage .	T
<word>Erroma</word> n , Genoa n eta Frantzia n ibili zen lanean , eta azkenik Ingalaterra n . 1626 tik aurrera , Karlos I . aren gorteko pintore ofiziala izan zen . Egonaldi horiei esker , ezagutarazi zuen Caravaggio , haren bertsio biguinago bat eginez .	The Italian Air Force Weather Service reports to a department at the General Staff of the Air Force in  <word>Rome</word> . They are also responsible for planning and policy matters to promote international cooperation through the World Meteorological Organization .	T
Hamaika formatan , hamaika estilotan , hamaika kokalekutan eta hamaika adiskiderekin azaldu izan da kartelean Mari Jaia : sakakortxos moduan , kremailera moduan , paperezkozerbileta moduan , Marylin Monroe gisa , Play - mobil gisa , Superman - ekin , Gargantua - rekin , Boni txistulariarekin , Arriaga - n , Zazpikale - etan , estilo kubistan , estilo  <word>naïf</word> - ean ...	William Jennys ( 1774–1859 ) , also known as J. William Jennys , was an American  <word>primitive</word> portrait painter who was active from about 1790 to 1810 . He traveled throughout New England seeking commissions in rural areas and small towns .	T
Luis de León ( latin ez " F . Luyssi Legionensis "; Belmonte ,  <word>Cuenca</word> , 1527 - Madrigal de las Altas Torres , Avila , 1591 ko abuztuaren 23 a ), ohiko izendapena Frai Luis de León , espainiar poeta , humanista eta agustindar fraidea izan zen .	And this account is the other part of the novel , which begins in the nineteenth century in three regions of the world : Africa ( Kingdom of Ifé , currently Nigeria ) , China ( Canton ) and Spain (  <word>Cuenca</word> ) .	T
Miguel Sanz Sesma ( Corella ,  <word>Nafarroa</word> , 1952 ko irailaren 16 a ) Nafarroako Gobernuko lehendakari ohia da . Irakaskuntzan diplomaturik , bankan aritu zen politikara jo baino lehen . UPNko militantea da .	Bustingorri was born in Zulueta ,  <word>Navarre</word> . Safe for one year with Atlético Madrid he played his entire professional career with local giants CA Osasuna , making his first-team – and La Liga – debut on 23 January 1983 in a 1–1 away draw against Valencia CF .	T
Estamentu gizartearen izaeraren interpretazio historiografikoak , eztabaida nabarmen bat sortu zuen materialismo historiko tik gertu ( Annales en eskola , edo Past and Present ena ),  <word>klase</word> kontzeptua erabiltzen duten , eta , posizio instituzionalista batetik ( baita " emic " perspektiben funtzionalismo soziologiko eta antropologikotik gertu " etic " perspektiben aurrean ), ordenen gizarte batetaz hitzegitea nahiago dutenen artean .	The work described the First Emperor 's major steps toward unification and standardisation as corresponding to the interests of the ruling group and the merchant  <word>class</word> , not of the nation or the people , and the subsequent fall of his dynasty as a manifestation of the class struggle .	T
<word>Merkurio</word> z eta beste hainbat gai kimiko oso kutsagarriz bereizten dute metala harrietatik ( kutsagarria eta hilgarria da hau eta zuloa bertan behera erorita hiltzeko arriskua dago ). Ingurumenarentzat ere kaltegarria da .	According to a 2011 report by the EIP , the Wheelabrator Incinerator produces more  <word>mercury</word> , lead , and greenhouse gas es per hour of energy than each of the state 's four largest coal-fired power plant s. In addition , the incinerator produces nitrogen oxide emissions , which can contribute to smog and pollution in the Chesapeake Bay .	T
Windows 8 Microsoft Windows sistema eragile aren azken bertsioa da , Microsoft korporazioak mota guztietako ordenagailuetan eta tablet etan erabiltzeko ekoitzia . Interfaze berria dakar , " Metro " izenez ezaguna ,  <word>sagu</word> eta teklatuaz gain ukipen pantailekin ere erabilpen aproposa ahalbidetzeko .	Samsung DeX is a feature included on some high-end Samsung handheld device s that enables users to extend their device into a desktop-like experience by connecting a keyboard ,  <word>mouse</word> , and monitor .	T
Aurreko garaiko arkitektura gotikoan erabiltzen zen arku zorrotza beheratuz tudor - arku hau sortu zen . Salmerretan bermatzen diren zirkunferentzia k  <word>erradio</word> txikia dute giltzarrian lotzen diren arkuekin alderatuta ; muturretako zirkunferentzia txikiek eta alboetako janba k tangenteak dira .	The dorsal surface is entirely covered by an areolate or reticulate pattern ; the areolations are 1.5-2mm across . The arm length is up to 17cm ; on average , the ratio between the length of the arm and the  <word>radius</word> of its disc is 4.3:1 . It has planktonic larvae .	T
Elezahar rak dioenez , 50 seme eta alaba asko izan zituen , hemeretzi bigarren emazte Hekuba rekin ( Hektor ,  <word>Paris</word> , Heleno , Deifobo , Kasandra , Kreus eta Polixena , haien artean ).	In this circle , Dante sees Semiramis , Dido , Cleopatra , Helen of Troy ,  <word>Paris</word> , Achilles , Tristan , and many others who were overcome by sexual love during their life .	T
Neolito a , buztingintza eta Orraziaren zeramika kulturaren eskutik iritsi zen Finlandia ra . Kultura honen eragin - eremua Ural mendien eta Vistula ibaiaren , eta Ozeano Artikoa ren eta  <word>Oka</word> - Volga ibaien artean zegoen ; eta badirudi , kultura honetako lagunak finougriarrak zirela . Aspalditik zientzialariek darabilten hipotesia , europa rrak , Izotz Aroko hotz jasanezinetik babesteko , kontinenteko leku epel desberdinetan babestu zirela da .	Salt toxicosis is the overconsumption of salt . The symptoms may include ( in the gastrointestinal tract and specifically a human 's tract ) a swollen tongue , nausea ,  <word>vomiting</word> , diarrhea , abdominal cramp s , and thirst . Neurological effects may include thirst , irritability , weakness , headache , and convulsion s. Cerebral edema may also occur , and muscle tremor s can also be present .	T
Eguzkia ren intsolazioaren eraginez , ozeanoen gainazaleko ura lurrundu egiten da . Atmosferak ura kondentsazio bidez ( euri a eta  <word>ihintz</word> a ) edo alderantzizko sublimazio bidez ( elur ra eta izotz zuri a ) gal dezake . Ur - lurrinak gora egin ahala hoztu egiten da eta kondentsazio bidez lurruna ur likido bihurtzen da .	Combustion Engineering was awarded a contract by the AEC to operate the SL-1 and in turn employed the Army 's military operating crew to continue running the plant . This BWR was specifically designed to power  <word>DEW</word> line stations .	T
1986 ko martxoaren 12 an egindako erreferendumean , 11 , 7 milioik eman zuen baietza (% 52k ), 9 milioik (% 40k ) ezetza eta 6 , 5 milioik zuriz bozkatu zuten . Ezezkoa izan zen garaile Katalunia n , Euskal Autonomia Erkidegoan ,  <word>Nafarroan</word> eta Kanarietan .	Born in Pamplona ,  <word>Navarre</word> , Merino began his career with CD Amigó , and later moved to CA Osasuna . He made his senior debuts with the reserves in the 2013–14 season , in Tercera División .	T
Boterea 768 an hartuta , laster konkista - kanpainari ekin zion : Iparraldeko Italia ( 774 ), Iberiar penintsula ko iparraldea (  <word>Bartzelona</word> 800 ean konkistatu zuen , baina Orreagako guduan - 778 - galtzaile atera ziren frankoak ), zein saxoi en , bavariar ren , avarar ren eta eslaviar ren aurkakoak .	Meanwhile , the international fighters were gathered at Moncada , Valencia and were sent by ship to  <word>Barcelona</word> . There they intended to take part in the Catalonia Campaign under the former leader of the Dimitrov Battalion , Czechoslovak commander .	T
Grace Murray Hopper ( New York , 1906 ko Abenduaren 9 -  <word>Arlington</word> ( Virginia ), 1992 ko urtarrilaren 1 ), zientzialari a eta matematikari a izan zen . Lagunen artean " Amazing Grace " izena zuen .	In the United States military , the phrase is the motto of the US Army 's oldest infantry regiment , the 3rd U.S. Infantry Regiment ( The Old Guard ) , located at Fort Myer ,  <word>Virginia</word> ; the snake symbol can be found in the coat of arms of the 369th Infantry Regiment , known as the Harlem Hellfighters .	T
Behin Klon Gerrak hasita Jedi Ordenatik banandu eta Dooku Kondea rekin bat egin zuen . Jedi traidore eta  <word>indarraren</word> alde ilunaren erabiltzaile bezala separatistak zenbait garaipenetara gidatu zituen eta Oppo Rancisis jenerala hil zuen .	First Order stormtroopers , led by Kylo Ren , attack Maz 's castle in search of BB-8 , who has been entrusted with an important map . Maz tries to give Luke Skywalker 's long-missing lightsaber to the  <word>Force</word> -sensitive Rey , but she refuses it after experiencing a disturbing vision from touching it . Maz then entrusts the lightsaber to Finn , who uses it multiple times before it is eventually claimed by Rey .	T
Europar Batasuneko politikek pertsonen , produktuen , zerbitzuen eta kapitalaren mugimendu askea baimentzera bideratzen dira eta barne - arazoak konpontzeko justizia komun bat izatera ; politika bateratuak daude gaur egun merkataritza , nekazaritza , arrantza eta eskualde - garapen ean . Schengen eremua ren barruan bidaiatzeko  <word>pasaporte</word> kontrolik ez dago . 1999 an Euro txanpona sortu zen , 2002tik EBko 19 kidek erabiltzen duten txanpon bateratua .	`` Travelling on the Indian passport is a compulsion of every Kashmiri as Kashmir is an Internationally accepted Disputed region between India and Pakistan `` are his words when applying for India n  <word>Passport</word> .	T
1850 eta 1875 bitartean , trafikanteek milaka gizon harrapatu eta  <word>Peru</word> ko fosfato guneetara guano a erauztera eta Txile ko gesaltzetara eraman zituzten behartuta lan egitera ; uharteko biztanle kopurua 20 . 000tik 3 . 000ra gutxitu zen .	Like other cartels , La Familia used the port city of Lázaro Cárdenas , Michoacán to import narcotics from  <word>Peru</word> and Colombia . They also produced large amounts of methamphetamine along the highlands of the Sierra Madre .	T
Indiana Jones ( Harrison Ford ) estatubatuar unibertsitate bateko arkeologia irakaslea da , maiz irakasle lanak laga eta arkeologia pieza garrantzitsuak lortzeko asmoz munduan barna abentura eta egoera arriskutsuetan ibili ohi delarik . Filma honen hasieran Hego Amerika ko  <word>oihan</word> an topatzen da .	Elaeocarpus eumundi is a mid-sized  <word>Rainforest</word> tree situated in eastern Australia . It grows from the Richmond River , New South Wales to the McIlwraith Range at Cape York Peninsula ( Far North Queensland ) .	T
urtean germaniar tribuek Publius Quinctilius Varus buruzagiaren agindupean zeuden hiru erromatar  <word>legio</word> sarraskitu eta garaipen erabakikor bat lortu baizuten : ondorioz , Erromatar Inperioa ren limes edo muga Elba ibaiatik Rhin ibaira atzeratu eta behin betiko bertan berrezarri zen .	These armies ' primary function was to deter usurper s , and they usually campaigned under the personal command of their emperors . The  <word>legions</word> were split into smaller units comparable in size to the auxiliary regiments of the Principate . Infantry adopted the more protective equipment of the Principate cavalry .	T
<word>Nafarroako</word> gobernuak onartutako Euskararen Foru Legea ren arabera Castejon eremu ez - euskalduneko udalerria da , eta hori dela eta , hizkuntza ofizial bakarra gaztelania da . 2001 eko erroldaren arabera , herritarren % 0 , 69k zekien euskara z hitz egiten .	The members of the coalition were Euskal Iraultzarako Alderdia ( EIA ) , Euskadiko Mugimendu Komunista ( EMK ) , the Organization of Communist Left ( OIC-EKE ) and the Revolutionary Organization of Workers ( ORT ) . UNAI advocated the right of self-determination and the incorporation of  <word>Navarre</word> to the Basque Country .	T
Franz Liszt (; Doborján , Austriako Inperioa , gaur egun Austria , 1811 ko urriaren 22 a - Bayreuth , Alemaniar Inperioa , 1886 ko uztailaren 31 )  <word>erromantizismo</word> garaiko hungaria r musikagile , piano - jotzaile eta zuzendaria izan zen .	Her repertoire was decidedly Common practice period in scope , including all the major exponents of the Baroque ( especially J.S . Bach ) , Classical and  <word>Romantic</word> periods . ( She never performed the piano concerto of her favorite composer , Robert Schumann . )	T
Cavaren flora Mediterraneoko makizko hainbat espeziez osatuta dago , adibidez , artea , esne - belarra , algarrobo , palmondo nanoa , olibondoa basa olibondoa , olibastroa , platano arrunt eta abar . Oihanpeak aldaerak ditu : iratze ar , lurreko ziklamena , basoetako mingots , borraja , Clinopodium nepeta , anpelodesmos , zainzuriak , huntza ,  <word>salbia</word> , eta abar .	It contains a significant native rough fescue grassland ecosystem and over 66 native vascular plant species have been found on the hill including parry oat grass , prairie crocus , golden bean , bedstraw and  <word>sage</word> .	T
Alabaina , errealitatea Yolandak eta bere senideek erresuma hauetako lurralde hauek oso denbora tarte laburrean kontrolatu zituztela da . Beren benetako erresuma Frantziako Anjouko feudo ak izan ziren : Provence eta Anjou probintziak haien agintepean egon ziren beti , eta , tarteka , baita Bar ,  <word>Maine</word> , Turena eta Valois . Yolandaren seme Renato I . a Anjoukoa Lorrena ko erregea izan zen , Isabel Lorrenako dukesarekin ezkondu zenean .	Nominoe was thereafter a constant enemy of Charles and his authority in Neustria , often acting in concert with Lothair , Lambert , and Pepin II of Aquitaine . Breton troops fought under Lambert in Neustria and when , in June 844 , Charles was besieging Toulouse , Nominoe raided into  <word>Maine</word> and plundered the territory . In November 843 , Charles had marched as far as Rennes to compel Breton submission , but to no effect .	T
<word>RAI</word> (" Radiotelevisione Italiana ") irrati eta telebista kate publiko italiarra da . Informazio orokorreko egunkari en artean « Corriere della Sera » ( Milan o ), « La Repubblica » ( Roma ) eta « La Stampa » ( Torino ) ditugu , beste batzuen artean .	This album was reviewed by many magazines and newspapers - `` Blow Up `` , AllAboutJazz , Il Mucchio , Jam , `` Rockerilla `` , Rumore , Il Manifesto , Raro and Emozioni - and many radio broadcasts - `` Battiti '' and `` Terzo anello '' on  <word>Rai</word> Radio Tre , `` Demo '' on Rai Radio Uno ( here Petrina was selected as one of the best ten authors , among the 1,000 participants ) , `` Prospettive musicali '' on Radio Popolare , `` RockFiles '' on Radio Life Gate and also on Radio Capodistria and Radio Città Futura .	T
Julia Child ( jaiotzez Julia Carolyn McWilliams , Pasadena ,  <word>Kalifornia</word> , 1912 ko abuztuaren 15 a - Montecito , Kalifornia , 2004 ko abuztuaren 13 a ) estatubatuar telebista ko sukaldari a , idazle a eta aurkezle a izan zen .	The lake is formed by a dam constructed in the 1950s . Originally the overflow drained to a gully during the winter months , but in 2003 , the  <word>state</word> spent almost $ 400,000 building a spillway and release valve to reduce downstream erosion . During the winter of 2007–08 , park officials accidentally left the release valve open , causing the lake level to drop far below normal , exposing mudflats that would normally be underwater .	T
Familia burges eta erlijioso batekoa zen arren ,  <word>Manchester</word> ren bere aitaren fabrikako arduradun egon zen bitartean langileen baldintza txarretaz ohartu zen . Bertan langileen egoera aztertu eta ekonomia kapitalistaren kontrako lehen kritika zientifikoetako bat egin zuen : sozialismo aren ildotik , langileriaren askatasunaren beharra azpimarratu zuen (" Ekonomia politikoaren kritikarako hastapenak ", 1844 ; " Langile klasearen egoera Ingalaterran ", 1845 ).	This allowed coverage of Gold to continue in all these areas , though it created an overlap in  <word>Manchester</word> ( where Gold would be available both on CE Manchester and MXR North West ) - this overlap continued until the cessation of the MXR service in 2013 .	T
Agenda egunez egun pertsona batek dituen egitekoen zerrenda ,  <word>egutegi</word> aren arabera ordenaturik , maiz erabiltzen dituen telefono - zenbaki eta helbide ekin batera , biltzen duen liburuxka da . Egun , ohikoak dira agenda elektroniko ak , gailu elektroniko batean ( telefono mugikor ra nahiz ordenagailu a ) paperezko agenda baten zereginak betetzen dituztenak .	MobileMe integrated with various applications on iOS devices . This included iCal syncing with  <word>Calendar</word> , Address Book syncing with Contacts , Mail syncing across devices , Safari Bookmarks syncing across devices . Apple later introduced the MobileMe iDisk app on July 29 , 2009 , the MobileMe Gallery app on January 14 , 2010 , and the Find My iPhone app on June 18 , 2010 , that allowed mobile access to the Find My iPhone feature ( initially only available for MobileMe users , later made free to all iOS device users ) .	T
Aitzitik , gas natural eta petrolio erreserba handiak ditu . Gasa batez ere Bahia n dago , eta petrolioa Recôncavo ko ordokian ( Bahia ), eta  <word>Alagoas</word> eta Sergipe aldean . Petrolio ekoizpenaren zati bat argindarra lortzeko erabiltzen da zentral termikoetan .	The works on widening the road between Palmares - PE and Porto Real do Colégio -  <word>AL</word> has already started . The work in a 10 km stretch in Joaquim Gomes is halted due to the lack of licenses to wide the road inside the area which belongs to the Uassu-Cocal Indian tribe .	T
Aitzitik , katuek ez dute horrelako babesik eta errazak dira aurkitzen . Animalien aurkako Krudeltasuna Prebenitzeko Estatu Batuetako Elkartearen ( ASPCA , ingelesezko siglengatik ) arabera , animalientzako babeslekuek 3 . 4 milioi kaleko katu inguru biltzen dituzte urtero  <word>Europan</word> , eta horietatik 1 . 4 milioi sakrifikatzen dituzte . Babesleku batzuek animaliak laborategietan erabiltzeko baimena eskatzen dute .	`` Ingraham '' departed 20 May for her shakedown cruise , transiting the Panama Canal and arriving Newport , Rhode Island 6 June . After repairs in New York , she sailed for a  <word>Europe</word> an tour of duty . While visiting Ostend , Belgium 22 September , she carried the King and Queen of Belgium to Calais , France .	T
Gernikako itsasadarra ere esaten diote , izan ere , euskal herritarren Gernikako Arbola ospetsuaren hiriraino iristen zen garai batean mareen eragina . 16 km ditu ibai ‑ bokaleak , zeharka ‑ meharka egiten duen ibilbidea askoz ere luzeagoa da lur ‑ eremua baino , bihurgune ederrak baititu : Forua , Kortezubi ,  <word>Arteaga</word> , Murueta eta Kanala .	It limits at north with the municipalities of Igorre and Amorebieta-Etxano at north , Durango at northeast , Mañaria at east , Abadiño at southeast , Otxandio and Ubide at south and Zeanuri , Areatza ,  <word>Artea</word> and Arantzazu at west .	T
Hego Carolina ( ingeles ez " South Carolina ") Ameriketako Estatu Batuetako estatu bat da , Estatu Batuetako ekialdean dago .  <word>Columbia</word> estatuko hiriburua eta hiri garrantzitsuena da . Estatuak guztira 4 milioi biztanle inguru ditu .	November 8 – The crew of Imperial Airlines Flight 201/8 , a Lockheed L-1049 Constellation chartered by the United States Army to carry new recruits to  <word>Columbia</word> , South Carolina , for training , mishandles fuel flow problems to the aircrafts starboard engines , then attempts an emergency landing at Byrd Field in Richmond , Virginia , where the airliner crashes .	T
Berde kolorearen esanahi gehienak positiboak diren bezala , hura bera ere baikortasunaren sinbolotzat jotzen da , hori dela eta orokorrean mundu mailan berdea baiezko erantzunaren ordezkari gisa erabiltzen da .  <word>Semaforo</word> berdeak pasatzeko baimena ematen digu .	This capability makes these type of models very useful to analyse traffic operations in urban areas and city centers , including interchanges , roundabout s , unsignalized and signalized intersections ,  <word>signal</word> coordinated corridors , and area networks .	T
<word>Nafarroan</word> ospe handiko jurista zen neurrian , 1784an , Bertrand Dominique Joachim de Logras Olhontzeko markesaren mandatuz , " Mémoire à consulter et consultation sur le franc - aleu du Royaume de Navarre " idatzi zuen .	of the Chambre des Comptes of Navarre in 1579 , as well as in a letter from King Henri III of Navarre addressed to Jean de Lafourcade in 1580 , he is qualified as the General Treasurer of Navarre ( `` Trésorier général de  <word>Navarre</word> `` ) .	T
Harrikatza oxigenorik ez dagoen toki batean oso tenperatura altuetan ( 1000 ° C baino gehiago ) erretzean koke a lortzen da . Hau labe garai etan erabiltzen da altzairu a ekoizteko . Mundrun a , kokegintzako azpiproduktua , koloragarriak , intsektizida k , leherkariak , plastikoak eta  <word>bike</word> a ekoizteko baliatzen da .	It was during this battle that Lantern Hill obtained the nickname `` Tar Barrel Hill '' , because , in anticipation of an attack on Stonington , soldiers had moved  <word>pitch</word> in barrels to its summit to set them alight to serve as an alarm if British forces appeared in the Sound .	T
Urkatzea ( Afganistan , Ameriketako Estatu Batuetako  <word>Washington</word> estatua , Egipto , Hego Korea , India , Iran , Irak , Japonia , Libano , Liberia , Malawi , Malaysia , Myanmar , Pakistan , Palestinar Aginte Nazionala , Singapur , Siria , Sri Lanka , Txad , Yemen , Zimbabwe ).	On 13 February 1913 she was sold . `` Nipsic '' was burned for her estimated salvage value of $ 15,000 on the shores of Lummi Island , Bellingham Bay ,  <word>Washington</word> , in late 1915 .	T
Tamaina ertaineko hegaztia da : 32 - 34 cm - ko luzera , 53 - 58 cm - ko hego luzera , eta 183 - 206 gramoko pisua . Itxura potoloa du ,  <word>hego</word> biribilduak , eta nahiko buztan luzea . Korbidoen artean kolore deigarrienak dituen hegaztia da .	The Global South is an emerging term , used by the World Bank and other organizations , identifying countries with one side of the underlying global North–South divide , the other side being the countries of the Global North . As such the term does not inherently refer to a geographical  <word>south</word> , for example most of the Global South is within the Northern Hemisphere .	T
4chan ( japonieraz : Yotsuba , “ lau hosto ”) 2003an sortutako irudien taula bat da . Esan daiteke irudi taulaz osatutako  <word>foro</word> guztien artean eragin handiena izan duena eta zaharrenetakoa 4chan dela . Foro rik bisitatuena izateko arrazoirik nagusiena legalitatearen mugan kokatzen dela da .	Players may also set challenges for each other on the game 's  <word>forums</word> , such as visiting all five moons of Jool ( the in-game analog for Jupiter ) , or use mods to test each other 's spacecraft in air combat tournaments .	T
Bere " nakama " ( kide ) bilakatzen lehena Roronoa Zoro pirata ehiztaria eta ezpataria da . Jarraian Nami ,  <word>nabigatzaile</word> eta lapurra , Ussop , frankotiratzailea eta Sanji , sukaldaria , batzen dira tripulaziora . Honetaz gain , " Going Merry " izeneko itsasontzi bat lortzen dute .	Frederick Fleet ( 15 October 1887 – 10 January 1965 ) was a British  <word>sailor</word> , crewman and survivor of the sinking of the after it struck an iceberg on 14 April 1912 .	T
Martin Hayter Short (  <word>Hamilton</word> , Ontario , 1950 eko martxoaren 26 a ) kanada r aktore , umorista , abeslari , gidoigile , idazle eta ekoizle bat da . Kanada ko SCT telebista kateko Saturday Night Live saioan umorezko esketxak antzeztean ezagutzera eman zen .	This is a list of National Historic Sites ( ) in  <word>Hamilton</word> , Ontario . There are 15 National Historic Sites designated in Hamilton , of which one ( ) is administered by Parks Canada ( identified below by the beaver icon ) .	T
1826an egin zuen taxidermia ikasgaiak John Edmonston esklabo askeari esker , " gizon oso atsegina eta adimentsua " zela gogoratu zuen ,  <word>beltz</word> ekin sentimendu berak partekatzen genituela uste zuen , eta beste arraza batzuetako jendea bezain adimentsua izan zitekeela .	In 1986 , LCDR Donnie Cochran , joined the Blue Angels as the first  <word>African-American</word> Naval Aviator to be selected . He served for two more years with the squadron flying the left wing-man position in the No.3 A-4F fighter , and returned to command the Blue Angels in 1995 and 1996 .	T
Antzinako " Xarq Al - Andalus " probintziarekin bat egiten duen ere , egun ez du esanahi geopolitikorik . Batez ere ,  <word>Valentziako</word> eta Murtziako erkidegoek osatzen dute Sortaldea eta , batzuetan Katalunia eta Balearrak ere ditu bere barnean .	On 29 May 2015 , Morales renewed his contract with the  <word>Valencians</word> , signing until 2019 . He scored 12 goals in the 2018–19 campaign , adding five assists for the 15th-placed team .	T
Sir Edward Burnett Tylor ( Camberwell , Londres , Ingalaterra , 1832 ko urriaren 2 a –  <word>Wellington</word> , 1917 ko urtarrilaren 2 a ) Antropologo britainiarra izan zen . Bizi eta bere ikerketak Viktoriar Ingalaterra ren urrezko aroan egin zituen .	Janet Mary Grieve , also known as Janet Bradford-Grieve and Janet Bradford , is a New Zealand biological oceanographer . She is researcher emerita at the National Institute of Water and Atmospheric Research in  <word>Wellington</word> . She has researched extensively on marine taxonomy and biological productivity .	T
Huécar ibaiaren arroila Espainiako  <word>Cuenca</word> hiriaren parean dagoen forma geografiko bat da , Gaztela - Mantxa ko erkidegoan . Arroila Huécar ibaia k sortu du . Arroila horren inguruan , garrantzi handiko monumentuak daude , besteak beste etxe esekiak , San José ostatua eta San Pablo komentua .	Born in  <word>Cuenca</word> , Castile-La Mancha , Rubio played exclusively for UE Lleida during his professional career . With the Catalans he experienced relegation to the third division in 1989 , with immediate promotion back , but also a La Liga season in 1993–94 after a 43-year absence ( he only missed three matches and scored three goals , but the team went down again ) .	T
legegintzaldiko PP ko eusko legebiltzarkidea da . PP n barnan ,  <word>Bizkaiko</word> antolaketako idazkariorde nagusia eta Hauteskunde Idazkaritza Exekutiboko kidea da . Zuzenbide an lizentziaturik , Barakaldo ko udaleko zinegotzia eta Bizkaiko Batzar Nagusietako ahalduna da .	Herrera was born in Bilbao ,  <word>Biscay</word> . He played youth football with local Athletic Bilbao and made his senior debut with fellow Basque team SD Erandio Club , helping the latter promote from the regional championships into Segunda División B during his three-year spell .	T
mendeko hirugarren hamarkada aldera , artean gainerako sektoreetako langileek lorturiko lan baldintza hobekuntzarik lortzeko zeuden . Besteak beste ,  <word>erretiro</word> a , aseguruak ( istripu , gaixotasun edo ezgaitasun aseguruak ), zortzi orduko laneguna , astean ordaindutako jaiegun bat , haurren lanaren arautzea ...	In 2010 Kiplinger .com rated the county one of five `` best '' places in America to  <word>retire</word> . Factors evaluated included cost of living , weather , the number of doctors , taxes , crime rates and recreational opportunities .	T
Hainbat jostun eta moda disenatzaileentzat modelo lanak egin ditu : David Valls , Toni Miró , Javier Larrainzar , Victorio & Lucchino , Roberto Verino , Alexander McQueen , Cerruti , Lolita Lempicka , Comme des Garçons , Ferrety , Castelbajac , Dirk Bikkembergs , Angelo Tarlazzi , Balmain , Saskia Van Drimmelen eta Yuki Tori . Moda aldizkari ugaritan ere agertu izan da : Cosmopolitan , Elle , Marie Claire , Woman , Mujer21 , GQ , Max , Telva ,  <word>Man</word> edota Ragazza .	Since the late 1990s , China Crisis has concentrated on live performances with only original members Eddie Lundon and Gary Daly being constant throughout ; the band alternates between performances either as a duo or with a fluctuating line-up of backing musicians , the most notable of which is  <word>Man</word> x guitarist Colin Hinds who spent more than ten years with the band in the early 21st century .	T
Erroma ko buru bakarra izateko nahian , Zesar eta Ponpeio elkarren kontra borrokatu ziren Bigarren Gerra Zibilean . Farsaliako gudua n Julio Zesarrek garaipen erabakigarria eskuratu zuen . Ponpeiok , garaituta ,  <word>Egiptora</word> alde egin behar izan zuen eta bertan hil zuten , Ptolomeo XIII . a k salduta .	Ⅱ , `` Travellers in Ancient Times '' ( ) recalls the journey and texts of Herodotus , `` the traveller par excellence '' , followed later by Diodorus Siculus , Strabo ( who was very interested in the animal cults ) and Plutarch ( who bequeathed us his version of the myth of Osiris and Isis , inspired by Manetho 's text , then preserved in a  <word>Ptolemaic</word> copy ) .	T
Guztiarekin ere , Van Thieu ren gudarosteak , Estatu Batuek bultzaturik , ahaleginak egin zituen Behin - behineko  <word>Iraultza</word> Gobernuaren mendeko eskualdeak eskuratzearren , baina haien kontraerasoak beharturik , 1975eko martxoan Thieuren gudarostea erdialdeko goi - lautadetatik erretiratu zen , Saigon en inguruko defentsa - perimetroa finkatzeko .	Typical militant acts by the FLNC were bomb ings aimed at public buildings , banks , tourist infrastructure s , military buildings and other perceived French symbols , in addition to aggravated assault against civilians , armed bank robbery , and extortion against private enterprises through so-called ``  <word>revolution</word> ary tax es '' .	T
Michael King Jr . 1929ko urtarrilaren 15ean jaio zen , Atlanta n ,  <word>Georgia</word> n , Michael King Sr . apaizaren eta Alberta Kingen hiru seme - alabetatik bigarrena . Kingen amak Michael izena ipini zion , eta bertaratutako mediku ak jaiotza agiri an horrela idatzi zuen .	In  <word>Georgia</word> , Jerry dropped severe rainfall of over near Surrency , covering numerous waterways and flooding numerous houses . A state of emergency was declared within Georgia as Jerry moved through the state .	T
